0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,0.8,1
9,0.8,1
10,0.8,1
11,0.8,1
12,0.8,1
13,0.8,1
14,0.8,1
15,0.8,0.8
16,0.8,0.8
17,0.8,0.8
18,0.8,0.8
19,0.8,0.9
20,0.8,0.9
21,0.8,0.9
22,0.8,1.3
23,1.2,1.3
24,1.2,1.3
25,1.2,1.3
26,1.2,1.3
27,1.2,1.3
28,1.2,1.3
29,1.2,1.3
30,1.2,1.25
31,1.2,1.25
32,1.2,1.25
33,1.2,1.25
34,1.2,1.25
35,1.2,1.25
36,1.2,1.25
37,1.2,1.25
38,1.2,1.25
39,1.2,1.25
40,1.2,1.25
41,1.2,1.25
42,1.2,1.25
43,1.2,1.2
44,1.2,1.2
45,1.2,1.2
46,1.2,1.2
47,1.2,1.2
48,1.2,1.2
49,1.2,1.2
50,1.2,1.2
51,1.2,1.2
52,1.2,1.2
53,1.2,1.2
54,1.2,1.2
55,1.2,1.2
56,1.2,1.2
57,1.2,1.2
58,1.2,1.2
59,1.2,1.2
60,1.2,1.2
61,1.2,1.2
62,1.2,1.2
63,1.2,1.2
64,1.2,1.2
65,1.2,1.2
66,0.5,0.5
67,0.5,0.5
68,0.5,0.5
69,0.5,0.35
70,0.5,0.35
71,0.5,0.35
72,0.5,0.35
73,0.5,0.35
74,0.5,0.35
75,0.5,0.35
76,0.5,0.35
77,0.5,0.35
78,0.5,0.25
79,0.5,0.25
80,0.5,0.25
81,0.5,0.25
82,0.5,0.25
83,0.5,0.25
84,0.5,0.25
85,0.5,0.25
86,0.5,0.25
87,0.5,0.25
88,0.5,0.25
89,0.5,0.25
90,0.5,0.25
91,0.5,0.25
92,0.5,0.3
93,0.5,0.3
94,0.5,0.3
95,0.5,0.3
96,0.5,0.3
97,0.5,0.3
98,0.5,0.3
99,0.5,0.3
