"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0033,0.0011,0.0024,0.0022,2016
2010,"20","1990",0.2267,0.1769,0.2268,0.1752,0.2024,0.2016,2016
2010,"30","1980",0.3359,0.2533,0.3368,0.2524,0.295,0.295,2016
2010,"40","1970",0.2594,0.2079,0.2589,0.2079,0.2338,0.2336,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0063,0.0024,0.0047,0.0044,2016
2011,"21","1990",0.2383,0.1838,0.2393,0.182,0.2116,0.2112,2016
2011,"31","1980",0.3291,0.2482,0.3302,0.2474,0.289,0.2892,2016
2011,"41","1970",0.2517,0.2029,0.2516,0.2022,0.2274,0.227,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.013,0.0054,0.0095,0.0093,2016
2012,"22","1990",0.2471,0.1867,0.2483,0.1856,0.2175,0.2175,2016
2012,"32","1980",0.3214,0.2429,0.3231,0.2418,0.2825,0.2829,2016
2012,"42","1970",0.2447,0.1977,0.2444,0.1971,0.2213,0.2209,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0241,0.0117,0.0181,0.018,2016
2013,"23","1990",0.2528,0.1889,0.2543,0.1879,0.2215,0.2217,2016
2013,"33","1980",0.3143,0.2376,0.3156,0.2365,0.2763,0.2764,2016
2013,"43","1970",0.2378,0.192,0.2381,0.1917,0.215,0.215,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.042,0.0231,0.0335,0.0328,2016
2014,"24","1990",0.2555,0.1906,0.256,0.189,0.2237,0.2232,2016
2014,"34","1980",0.3068,0.2319,0.3073,0.2314,0.2696,0.2696,2016
2014,"44","1970",0.231,0.1867,0.2309,0.1864,0.2088,0.2085,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0665,0.0408,0.054,0.054,2016
2015,"25","1990",0.2566,0.1906,0.2569,0.189,0.2242,0.2236,2016
2015,"35","1980",0.2994,0.2263,0.3003,0.2262,0.263,0.2634,2016
2015,"45","1970",0.224,0.1812,0.2238,0.1809,0.2025,0.2023,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.094,0.0596,0.0796,0.0772,2016
2016,"26","1990",0.2569,0.1897,0.2532,0.1861,0.224,0.2203,2016
2016,"36","1980",0.2914,0.2206,0.288,0.2193,0.2562,0.2538,2016
2016,"46","1970",0.218,0.1756,0.2143,0.1735,0.1967,0.1938,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1188,0.0786,0.1038,0.0992,2016
2017,"27","1990",0.2553,0.189,0.2491,0.1838,0.2228,0.2171,2016
2017,"37","1980",0.2839,0.2156,0.2772,0.2121,0.25,0.2448,2016
2017,"47","1970",0.2109,0.1701,0.206,0.1669,0.1904,0.1863,2016
2018,"8","2010",5e-04,1e-04,5e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.1421,0.0957,0.126,0.1194,2016
2018,"28","1990",0.2525,0.1874,0.2448,0.181,0.2205,0.2135,2016
2018,"38","1980",0.2761,0.21,0.2676,0.2054,0.2432,0.2367,2016
2018,"48","1970",0.2044,0.1649,0.1981,0.1604,0.1845,0.1791,2016
2019,"9","2010",0.0013,3e-04,0.0012,3e-04,8e-04,8e-04,2016
2019,"19","2000",0.1691,0.1164,0.1602,0.1091,0.1434,0.1352,2016
2019,"29","1990",0.249,0.1851,0.2402,0.1785,0.2176,0.2099,2016
2019,"39","1980",0.2681,0.2044,0.2579,0.1989,0.2364,0.2285,2016
2019,"49","1970",0.1981,0.1603,0.191,0.1542,0.1791,0.1725,2016
2020,"10","2010",0.0033,9e-04,0.0029,9e-04,0.0021,0.0019,2016
2020,"20","2000",0.1838,0.1274,0.1737,0.1193,0.1563,0.1472,2016
2020,"30","1990",0.2458,0.1829,0.2352,0.175,0.2149,0.2056,2016
2020,"40","1980",0.2601,0.1992,0.2495,0.1925,0.2298,0.2211,2016
2020,"50","1970",0.192,0.1551,0.1841,0.1482,0.1734,0.166,2016
