"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0035,0.0012,0.0024,0.0023,2016
2010,"20","1990",0.2267,0.1769,0.2274,0.1764,0.2024,0.2025,2016
2010,"30","1980",0.3359,0.2533,0.3358,0.252,0.295,0.2943,2016
2010,"40","1970",0.2594,0.2079,0.2596,0.2088,0.2338,0.2343,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0068,0.0024,0.0047,0.0046,2016
2011,"21","1990",0.2383,0.1838,0.2392,0.1833,0.2116,0.2118,2016
2011,"31","1980",0.3291,0.2482,0.3292,0.2472,0.289,0.2886,2016
2011,"41","1970",0.2517,0.2029,0.2524,0.2033,0.2274,0.2279,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0134,0.0055,0.0095,0.0095,2016
2012,"22","1990",0.2471,0.1867,0.2477,0.1866,0.2175,0.2178,2016
2012,"32","1980",0.3214,0.2429,0.3231,0.2422,0.2825,0.283,2016
2012,"42","1970",0.2447,0.1977,0.2446,0.1975,0.2213,0.2211,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0244,0.012,0.0181,0.0184,2016
2013,"23","1990",0.2528,0.1889,0.2538,0.1889,0.2215,0.222,2016
2013,"33","1980",0.3143,0.2376,0.3152,0.2366,0.2763,0.2762,2016
2013,"43","1970",0.2378,0.192,0.2364,0.1922,0.215,0.2143,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0426,0.0239,0.0335,0.0335,2016
2014,"24","1990",0.2555,0.1906,0.2563,0.1906,0.2237,0.2241,2016
2014,"34","1980",0.3068,0.2319,0.3077,0.2312,0.2696,0.2697,2016
2014,"44","1970",0.231,0.1867,0.2298,0.1869,0.2088,0.2083,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0673,0.0403,0.054,0.0541,2016
2015,"25","1990",0.2566,0.1906,0.2575,0.1901,0.2242,0.2245,2016
2015,"35","1980",0.2994,0.2263,0.3005,0.226,0.263,0.2635,2016
2015,"45","1970",0.224,0.1812,0.223,0.181,0.2025,0.2019,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0958,0.0608,0.0796,0.0787,2016
2016,"26","1990",0.2569,0.1897,0.2561,0.1888,0.224,0.2231,2016
2016,"36","1980",0.2914,0.2206,0.2905,0.2185,0.2562,0.2547,2016
2016,"46","1970",0.218,0.1756,0.2153,0.1752,0.1967,0.1951,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1223,0.0808,0.1038,0.1021,2016
2017,"27","1990",0.2553,0.189,0.2533,0.1871,0.2228,0.2209,2016
2017,"37","1980",0.2839,0.2156,0.2817,0.2124,0.25,0.2472,2016
2017,"47","1970",0.2109,0.1701,0.2083,0.1687,0.1904,0.1883,2016
2018,"8","2010",5e-04,1e-04,4e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.1459,0.0988,0.126,0.1229,2016
2018,"28","1990",0.2525,0.1874,0.25,0.1846,0.2205,0.2179,2016
2018,"38","1980",0.2761,0.21,0.2733,0.2071,0.2432,0.2404,2016
2018,"48","1970",0.2044,0.1649,0.2011,0.1629,0.1845,0.1819,2016
2019,"9","2010",0.0013,3e-04,0.0012,3e-04,8e-04,8e-04,2016
2019,"19","2000",0.1691,0.1164,0.1653,0.1142,0.1434,0.1404,2016
2019,"29","1990",0.249,0.1851,0.2455,0.1828,0.2176,0.2147,2016
2019,"39","1980",0.2681,0.2044,0.2649,0.2012,0.2364,0.2332,2016
2019,"49","1970",0.1981,0.1603,0.1933,0.1571,0.1791,0.1751,2016
2020,"10","2010",0.0033,9e-04,0.0031,9e-04,0.0021,0.002,2016
2020,"20","2000",0.1838,0.1274,0.1803,0.125,0.1563,0.1533,2016
2020,"30","1990",0.2458,0.1829,0.2416,0.18,0.2149,0.2113,2016
2020,"40","1980",0.2601,0.1992,0.2567,0.1956,0.2298,0.2263,2016
2020,"50","1970",0.192,0.1551,0.1865,0.1515,0.1734,0.1688,2016
2021,"11","2010",0.0066,0.002,0.0062,0.002,0.0044,0.0042,2016
2021,"21","2000",0.1952,0.1351,0.1909,0.1323,0.1659,0.1623,2016
2021,"31","1990",0.2413,0.1799,0.2367,0.1776,0.2111,0.2077,2016
2021,"41","1980",0.2534,0.194,0.2491,0.1898,0.2238,0.2195,2016
2021,"51","1970",0.1858,0.15,0.1799,0.1466,0.1677,0.163,2016
2022,"12","2010",0.0129,0.0051,0.0127,0.005,0.0091,0.0089,2016
2022,"22","2000",0.2025,0.1408,0.1983,0.138,0.1724,0.1689,2016
2022,"32","1990",0.237,0.1769,0.232,0.1743,0.2075,0.2037,2016
2022,"42","1980",0.246,0.189,0.2415,0.1847,0.2176,0.2132,2016
2022,"52","1970",0.1795,0.1449,0.1733,0.1414,0.162,0.1572,2016
2023,"13","2010",0.0237,0.0114,0.0235,0.0113,0.0177,0.0175,2016
2023,"23","2000",0.2084,0.1455,0.2041,0.142,0.1777,0.1738,2016
2023,"33","1990",0.2314,0.1736,0.2262,0.1717,0.203,0.1994,2016
2023,"43","1980",0.2391,0.1834,0.2335,0.1795,0.2113,0.2066,2016
2023,"53","1970",0.1732,0.1398,0.1673,0.1358,0.1563,0.1514,2016
2024,"14","2010",0.042,0.0235,0.0412,0.0228,0.0329,0.0322,2016
2024,"24","2000",0.2109,0.1486,0.2063,0.1449,0.1805,0.1764,2016
2024,"34","1990",0.225,0.1705,0.2212,0.1682,0.1982,0.1951,2016
